Client Name,Current Date,Beat Plan Date,MP/Zone Name,Mode,Site Id,Qty
RELIANCE PROJECTS & PROPERTY MANAGEMENT SERVICES LIMITED,14-09-2020,15-09-2020,Bhubaneshwar,Normal,I-OR-BBSR-ENB-0169,60
